ParentCommit	ChildCommit	Comment
9477f2063158ae2c3a56f045cd3c6966826b9b4e	13dfabb2c54d09fbe764d57c2880fc9f8bb402cc	tablets portrait   smartphones landscape         flyout cart  
9477f2063158ae2c3a56f045cd3c6966826b9b4e	22bbd667fc43b0452497cb12c3b4025fd8e00fd5	tablets portrait   smartphones landscape                                  item box                                                            
9477f2063158ae2c3a56f045cd3c6966826b9b4e	6da5e3b0a0b45f124394ddff7c297861265ab683	tablets portrait   smartphones landscape                                                                                                          
9477f2063158ae2c3a56f045cd3c6966826b9b4e	fc9ab60f00ddbe281120322e158bde8ee6779f78	tablets portrait   smartphones landscape          checkout  
9477f2063158ae2c3a56f045cd3c6966826b9b4e	145eabcca2cdb28d734a02ffd0479e3a407fbc8e	tablets portrait   smartphones landscape          ordersummary  
9477f2063158ae2c3a56f045cd3c6966826b9b4e	82a19f08256b2033e8bc55b3d38c4be7d9f988fd	tablets portrait   smartphones landscape                   email a friend  
9477f2063158ae2c3a56f045cd3c6966826b9b4e	d513bc2f1c60021ac3d5ddd1f9fd51eea826aa63	tablets portrait   smartphones landscape                  compare products  
9477f2063158ae2c3a56f045cd3c6966826b9b4e	f84b14324a317a993d35ee332db18d534d1572ad	tablets portrait   smartphones landscape                            
9477f2063158ae2c3a56f045cd3c6966826b9b4e	7abfa0de8c8fe8ccca9e83b5919d56a124c689d2	tablets portrait   smartphones landscape                          center 1  
9477f2063158ae2c3a56f045cd3c6966826b9b4e	a1f227ba42c4ad264bb2eb644acd3a4888bc7ed3	tablets portrait   smartphones landscape                                 
9477f2063158ae2c3a56f045cd3c6966826b9b4e	a25b13b86dd8df6a93bdbb94636e505e742ed739	tablets portrait   smartphones landscape                            
9477f2063158ae2c3a56f045cd3c6966826b9b4e	796d058bf788ed145e0af6bf416fb643c8d27d97	tablets portrait   smartphones landscape                           
9477f2063158ae2c3a56f045cd3c6966826b9b4e	07947be1f908c0068591be13be7409ed57b17dca	tablets portrait   smartphones landscape                           
9477f2063158ae2c3a56f045cd3c6966826b9b4e	c2dc0bb171d09e472c68c38073d8ec6c05b11455	tablets portrait   smartphones landscape                   contact us  
9477f2063158ae2c3a56f045cd3c6966826b9b4e	e3bb92b469ceefda0e6aa6a55896ffc72aca150f	tablets portrait   smartphones landscape                            
9477f2063158ae2c3a56f045cd3c6966826b9b4e	1d05d1b9099d6f3a09fc4afd15d3d3ad74e706d9	tablets portrait   smartphones landscape                                      
9477f2063158ae2c3a56f045cd3c6966826b9b4e	7e44b209597b79d659c13767afe4ae3e8e8f2d1d	tablets portrait   smartphones landscape                             grid view   
9477f2063158ae2c3a56f045cd3c6966826b9b4e	afc530825b3fce8cce20ae11b4b29ee240b5365d	tablets portrait   smartphones landscape                            
9477f2063158ae2c3a56f045cd3c6966826b9b4e	26cc14ad4e69714e71ee32ab7100ddfea009d52c	tablets portrait   smartphones landscape          newsletter             
9477f2063158ae2c3a56f045cd3c6966826b9b4e	e5930fc89f1a3d358ca9ae64bf8ef51c13476f72	tablets portrait   smartphones landscape                            
9477f2063158ae2c3a56f045cd3c6966826b9b4e	89132f2a48b0eeb1dc7dd24ba58097553245ef37	tablets portrait   smartphones landscape                                   
63637d07923a82f549ad1adef527bb3d5940c1d2	63637d07923a82f549ad1adef527bb3d5940c1d2	smaller mobile devices                                                    
63637d07923a82f549ad1adef527bb3d5940c1d2	169e4db42945ec2bb3d3e5ed2e33958ec08ec16b	smaller mobile devices                                                                                   
63637d07923a82f549ad1adef527bb3d5940c1d2	52c023857e3d2be611c513c58e43725f6ca18c30	smaller mobile devices                     center 2  
63637d07923a82f549ad1adef527bb3d5940c1d2	96affaa12886ef0524633426e9f8b45094496e1e	smaller mobile devices                            
63637d07923a82f549ad1adef527bb3d5940c1d2	a00b5bc3a5ad04bd0cbee89d83901d13e84e49a2	smaller mobile devices                                        
63637d07923a82f549ad1adef527bb3d5940c1d2	4e4dac79b253a6166e408231f2a662a74656b380	smaller mobile devices                                     
63637d07923a82f549ad1adef527bb3d5940c1d2	70fa24a37abe3d1aaf32e27834da075cde2f1155	smaller mobile devices                  center 2  
63637d07923a82f549ad1adef527bb3d5940c1d2	809bb406d4ae6154a7770846a097a1f573b96448	smaller mobile devices                   
63637d07923a82f549ad1adef527bb3d5940c1d2	377d41cedd71be3e2f43ed4ecf24bfdfd120b9af	smaller mobile devices                                       
63637d07923a82f549ad1adef527bb3d5940c1d2	8c8aa8d4936e769fea974c87010de69978578991	smaller mobile devices                                   
63637d07923a82f549ad1adef527bb3d5940c1d2	2a626ac12980393910cab4fa72aad977816d8b0f	smaller mobile devices                   checkout  
63637d07923a82f549ad1adef527bb3d5940c1d2	1617c3fef7cff11c1c5cf83daf4485bddbe272df	smaller mobile devices                    wishlist  
63637d07923a82f549ad1adef527bb3d5940c1d2	6e22593058501bc1952daef4799c687d346f5ec7	smaller mobile devices                           
63637d07923a82f549ad1adef527bb3d5940c1d2	f8ce509cb3ac7a51da0ddd12ef088a9d1c225e90	smaller mobile devices                              
63637d07923a82f549ad1adef527bb3d5940c1d2	9e24eef1c19a9abe51aa0f61e72830631181cd56	smaller mobile devices                                       
63637d07923a82f549ad1adef527bb3d5940c1d2	8cd87e209ac7f83c33b32f86e6a23ea8fa5d7c2b	smaller mobile devices                                 
63637d07923a82f549ad1adef527bb3d5940c1d2	bd487ae9f39e70d16a5052b1b2110c65eb34610c	smaller mobile devices                            
63637d07923a82f549ad1adef527bb3d5940c1d2	41a76e7c92dd8dcf7ca16cbcaf601e59b15d3b44	smaller mobile devices                             
63637d07923a82f549ad1adef527bb3d5940c1d2	df894a36151ffeb7b13d4e689e19ac68b11ff3cc	smaller mobile devices                                          
63637d07923a82f549ad1adef527bb3d5940c1d2	deeb69877ce42a07be3cac567dde2c0e343d32dd	smaller mobile devices                                     
63637d07923a82f549ad1adef527bb3d5940c1d2	401b0f5eb8a6f02aa2a0b2efb781427f2d5c85b0	smaller mobile devices                                      
63637d07923a82f549ad1adef527bb3d5940c1d2	864fd266bc023d2d2c57dc68f1cff35b6c11da3e	smaller mobile devices                           
63637d07923a82f549ad1adef527bb3d5940c1d2	086f36f8877d40a69f2979f917f12007695b736f	smaller mobile devices                    
63637d07923a82f549ad1adef527bb3d5940c1d2	4b0ccce2dbed68775b6cb2be9394f0aebe4104de	smaller mobile devices                            
63637d07923a82f549ad1adef527bb3d5940c1d2	239482a69b8510b670470a70a72393e28ed1c717	smaller mobile devices                                                      
63637d07923a82f549ad1adef527bb3d5940c1d2	e8423ffdc8acfcf0405ed295279b07a28f5928bd	smaller mobile devices                             
63637d07923a82f549ad1adef527bb3d5940c1d2	f675631200cb2e87148cd14933d8ee29e3284fd6	smaller mobile devices                  
63637d07923a82f549ad1adef527bb3d5940c1d2	48c5d16a5ebae5ca7e37f444d7e1b607725b84fe	smaller mobile devices                                
63637d07923a82f549ad1adef527bb3d5940c1d2	111d8ac70f588e0bd8ec23808862cf43431e7fe1	smaller mobile devices                   center 3  
63637d07923a82f549ad1adef527bb3d5940c1d2	57d9af1149cc36e49e5d900f08e2719fc71b1b03	smaller mobile devices                                          
63637d07923a82f549ad1adef527bb3d5940c1d2	077e836c0d1cfb34e47f50d35f148dde1f5cf190	smaller mobile devices                         
aaf5be7adf3597fff61f91a659a912254aec90dc	aaf5be7adf3597fff61f91a659a912254aec90dc	all devices                         
aaf5be7adf3597fff61f91a659a912254aec90dc	cdc8da71d7fbf2e939f51fe6d520bb67c4c3029d	all devices                          
10896b4da54354fcf41fae36c15c26ea14d49894	10896b4da54354fcf41fae36c15c26ea14d49894	smaller mobile devices          one page checkout  
10896b4da54354fcf41fae36c15c26ea14d49894	2a626ac12980393910cab4fa72aad977816d8b0f	smaller mobile devices                   checkout  
0dd62e2a9ef894e97356e71bf540160a9b99326c	0dd62e2a9ef894e97356e71bf540160a9b99326c	tablets landscape   netbooks                                                                                       overview  
0dd62e2a9ef894e97356e71bf540160a9b99326c	e194ab84a119235e5d0a118eeee04cd5d5eb74ea	tablets landscape   netbooks                                     
0dd62e2a9ef894e97356e71bf540160a9b99326c	5c89bc11ddead23fb6d8a91e97a369cba65ea42f	tablets landscape   netbooks                                                  
4823459dabb6fda98bce13eab7d734afedb00e6d	4823459dabb6fda98bce13eab7d734afedb00e6d	tablets landscape   netbooks                   contact us  
4823459dabb6fda98bce13eab7d734afedb00e6d	e194ab84a119235e5d0a118eeee04cd5d5eb74ea	tablets landscape   netbooks                                     
4823459dabb6fda98bce13eab7d734afedb00e6d	5c89bc11ddead23fb6d8a91e97a369cba65ea42f	tablets landscape   netbooks                                                  
2879128916e0c1f14cd84ef5b00752f9b309aa03	2879128916e0c1f14cd84ef5b00752f9b309aa03	tablets landscape   netbooks        clear                                                                         
2879128916e0c1f14cd84ef5b00752f9b309aa03	e194ab84a119235e5d0a118eeee04cd5d5eb74ea	tablets landscape   netbooks                                     
2879128916e0c1f14cd84ef5b00752f9b309aa03	5c89bc11ddead23fb6d8a91e97a369cba65ea42f	tablets landscape   netbooks                                                  
73a6f0fcdd8d9ad509056a1ae5b054c80fa42252	73a6f0fcdd8d9ad509056a1ae5b054c80fa42252	minor rounding issue fixed 
73a6f0fcdd8d9ad509056a1ae5b054c80fa42252	c094ec7c93f9695101f7d3d5083e114152fd3bb1	minor issue fixed 
4ed491bc3463e4da1e516199bd57192aac23070b	4ed491bc3463e4da1e516199bd57192aac23070b	minor edit  source code typo fixed 
4ed491bc3463e4da1e516199bd57192aac23070b	dad34fb1e7835067c6bc653521f8ec1ec0a2776e	source code typo fixed 
4ed491bc3463e4da1e516199bd57192aac23070b	4fd4e1d4bde8fe4a8dce4cbdbaca46d4df6f7e08	source code typo fixed 
4ed491bc3463e4da1e516199bd57192aac23070b	6c1af0d39f800833fef0fbd950e1db0cbb2b0ef2	source code typo fixed 
4ed491bc3463e4da1e516199bd57192aac23070b	f3339df8efb9112d77b82a67bc8c20478b2e5980	source code typo fixed 
4ed491bc3463e4da1e516199bd57192aac23070b	d302e8fe2e8dd90517bf75a7a797bd0b6ea697c8	source code typo fixed 
4ed491bc3463e4da1e516199bd57192aac23070b	a7eec0c75a23c07dbf417aa0c80a2321ba311824	source code typo fixed 
4ed491bc3463e4da1e516199bd57192aac23070b	519f7f3c61032a3f39175c1c98b015204c376f5f	source code typo fixed  
4ed491bc3463e4da1e516199bd57192aac23070b	74321abe19aad80223a57485dcbe9941190fc68a	source code typo fixed 
4ed491bc3463e4da1e516199bd57192aac23070b	f55857ae40914f5c11c2a63158e24dc51945f441	source code typo fixed 
fae3fb0ff0ec41ed035467d5c81b2a1e1dd73ef8	fae3fb0ff0ec41ed035467d5c81b2a1e1dd73ef8	allow a store owner to speficy validation rules  minimum and maximum length  for checkout attributes with  textbox  and  multiline textbox  attribute types  
fae3fb0ff0ec41ed035467d5c81b2a1e1dd73ef8	0d5555bdfb81461d54b3c1cf94a27c1a1007650d	allow a store owner to speficy validation rules  minimum and maximum length  for product attributes with  textbox  and  multiline textbox  attribute types  
ed0dcedc87c052192be5d992106fb1621497e48a	ed0dcedc87c052192be5d992106fb1621497e48a	updated jquery unobtrusive ajax js to the latest version 
ed0dcedc87c052192be5d992106fb1621497e48a	1537966894518a7f77db827ff243f5258ed78ebd	updated jquery ui to the latest version  1 10 0  
cd54fa5ba0392eb0cdcfc1d78e256b954919fd14	cd54fa5ba0392eb0cdcfc1d78e256b954919fd14	minor changes in sample data 
cd54fa5ba0392eb0cdcfc1d78e256b954919fd14	b8b262e41f531a6bf1acbebc3e510a5dee1e5221	minor changes in sample data 
cd54fa5ba0392eb0cdcfc1d78e256b954919fd14	d16adda288576825f9110d00b200d043b541a7a5	minor sample data changes 
cd54fa5ba0392eb0cdcfc1d78e256b954919fd14	41a8448a088e83896b15c3b3c0414bf27879960f	minor sample data changes 
71e2b50cd11acbd95460a204d89006d10da76d6f	71e2b50cd11acbd95460a204d89006d10da76d6f	further kendo ui grid changes    hg   branch   moving to kendoui 
71e2b50cd11acbd95460a204d89006d10da76d6f	31c8d5fdb8e4826339cfa61b339a24fb7971481d	further grid changes    hg   branch   moving to kendoui 
71e2b50cd11acbd95460a204d89006d10da76d6f	d370769d1273d71fbdbedbfddd42190c4b40a193	further kendo ui changes    hg   branch   moving to kendoui 
71e2b50cd11acbd95460a204d89006d10da76d6f	576b4586752fe0e9eaae2f689a6866d1793b7d3f	further changes on grid implementation    hg   branch   moving to kendoui 
6a7f9623cd9f6acbc4ff0e087843cfb1dd3853ca	6a7f9623cd9f6acbc4ff0e087843cfb1dd3853ca	one more obsolete file removed    hg   branch   moving to kendoui 
6a7f9623cd9f6acbc4ff0e087843cfb1dd3853ca	49700e95b91e6a1d4f23ecccac6b945aea4d562b	removed an obsolete telerik file    hg   branch   moving to kendoui 
912b91712fca954b4db4af211f751f9f468d40f3	912b91712fca954b4db4af211f751f9f468d40f3	more windows rewritten    hg   branch   moving to kendoui 
912b91712fca954b4db4af211f751f9f468d40f3	0c38c0c28539673afee5904142da6df152b5962d	more grids rewritten    hg   branch   moving to kendoui 
912b91712fca954b4db4af211f751f9f468d40f3	e34f9c91838af4ff23d6381d983ba8ae06bd88d9	more reports rewritten    hg   branch   moving to kendoui 
6db3c713c1cc57c13e925bbf277b0ccabcf49de2	6db3c713c1cc57c13e925bbf277b0ccabcf49de2	minor refactoring    hg   branch   moving to kendoui 
6db3c713c1cc57c13e925bbf277b0ccabcf49de2	5e85944fe4bb26bfee4a63e886e248012e4bb249	minor refactoring    hg   branch   moving to kendoui 
7fea27f94a36ec8cb20b81e9178ede0d93ebe798	7fea27f94a36ec8cb20b81e9178ede0d93ebe798	orders grid rewritten     hg   branch   moving to kendoui 
7fea27f94a36ec8cb20b81e9178ede0d93ebe798	c9e7978bbdead153a7942035e0badbbcb183755d	froogle grid rewritten    hg   branch   moving to kendoui 
7fea27f94a36ec8cb20b81e9178ede0d93ebe798	cf602bb254d0cfb7f6751491fefd270646fd4e4c	states grid rewritten    hg   branch   moving to kendoui 
2c0a26ab09400671fb6b84b4588ab32190b64748	2c0a26ab09400671fb6b84b4588ab32190b64748	order shipments grid rewritten    hg   branch   moving to kendoui 
2c0a26ab09400671fb6b84b4588ab32190b64748	01a9b27ec37701a705dea05cee056e5ab2ec3aff	shipments grid    hg   branch   moving to kendoui 
4324a3f1c13bb814b32f82b7f46889f9bf5c002b	4324a3f1c13bb814b32f82b7f46889f9bf5c002b	specification attributes    hg   branch   moving to kendoui 
4324a3f1c13bb814b32f82b7f46889f9bf5c002b	0ca56efd2c7efd4c65bb4f0c12b29e55c559b2dd	stores  product attributes  specification attributes    hg   branch   moving to kendoui 
d9bf348d1351370693f5c793bbcfe2c506fa75a0	d9bf348d1351370693f5c793bbcfe2c506fa75a0	product attributes    hg   branch   moving to kendoui 
d9bf348d1351370693f5c793bbcfe2c506fa75a0	0ca56efd2c7efd4c65bb4f0c12b29e55c559b2dd	stores  product attributes  specification attributes    hg   branch   moving to kendoui 
478e4dd9a2b3a6f7b9ec22f5e83fb19f1f53f9b0	478e4dd9a2b3a6f7b9ec22f5e83fb19f1f53f9b0	product details page   manufacturers grid    hg   branch   moving to kendoui 
478e4dd9a2b3a6f7b9ec22f5e83fb19f1f53f9b0	ccb5f7616895775c580501c2f853e431216bb91f	product details page   categories grid    hg   branch   moving to kendoui 
9dbb456435dc53c0bf0db6f82d1b68213d50ec73	9dbb456435dc53c0bf0db6f82d1b68213d50ec73	product tags grid undone  filtering    hg   branch   moving to kendoui 
9dbb456435dc53c0bf0db6f82d1b68213d50ec73	8c64ed24e9ca9da502b4bb7b7aa3ecc26f9efa89	settings grid undone  filtering    hg   branch   moving to kendoui 
db8047bf4527a8102f9d0a465e0d2a878c1c7352	db8047bf4527a8102f9d0a465e0d2a878c1c7352	more grids refactored    hg   branch   moving to kendoui 
db8047bf4527a8102f9d0a465e0d2a878c1c7352	0c38c0c28539673afee5904142da6df152b5962d	more grids rewritten    hg   branch   moving to kendoui 
87ffe22f602daa282572d975d547b7436187f438	87ffe22f602daa282572d975d547b7436187f438	topic list page rewritten    hg   branch   moving to kendoui 
87ffe22f602daa282572d975d547b7436187f438	7e51a1c8061660880b8db825fb8aa76e68e232ba	email account list page rewritten    hg   branch   moving to kendoui 
87ffe22f602daa282572d975d547b7436187f438	731daf4c54e0924de616204e57dbdaa71a202146	campaign list page rewritten    hg   branch   moving to kendoui 
3e89e8e92c0b3e7eae075b34960c10878e4cbec6	3e89e8e92c0b3e7eae075b34960c10878e4cbec6	new plugins page    hg   branch   moving to kendoui 
3e89e8e92c0b3e7eae075b34960c10878e4cbec6	226226d9db857252aa9c89254b5ca93787b11131	new languages page    hg   branch   moving to kendoui 
93119ee248ffebdaf6af3c640c6c9a31c58ae027	93119ee248ffebdaf6af3c640c6c9a31c58ae027	order pages rewritten    hg   branch   moving to kendoui 
93119ee248ffebdaf6af3c640c6c9a31c58ae027	381e2ded0e423d1bb29ae5e328a77d1133a22924	news pages rewritten    hg   branch   moving to kendoui 
93119ee248ffebdaf6af3c640c6c9a31c58ae027	66ac7b741940351f9439b7c9abbe6f111c0ba4f2	rewritten manufacturer pages    hg   branch   moving to kendoui 
7ae6932470d89e07b35f2211fd5f9a7bb3243993	7ae6932470d89e07b35f2211fd5f9a7bb3243993	customer reports rewritten    hg   branch   moving to kendoui 
7ae6932470d89e07b35f2211fd5f9a7bb3243993	e34f9c91838af4ff23d6381d983ba8ae06bd88d9	more reports rewritten    hg   branch   moving to kendoui 
53c938bf78c06457b53b52d4d95ccd9470020ff9	53c938bf78c06457b53b52d4d95ccd9470020ff9	more dashboard reports rewritten    hg   branch   moving to kendoui 
53c938bf78c06457b53b52d4d95ccd9470020ff9	e34f9c91838af4ff23d6381d983ba8ae06bd88d9	more reports rewritten    hg   branch   moving to kendoui 
2591581bce7e991b5990bd2e46d68aa33483d3d5	2591581bce7e991b5990bd2e46d68aa33483d3d5	new implementation of the blog comment list page    hg   branch   moving to kendoui 
2591581bce7e991b5990bd2e46d68aa33483d3d5	1671ed3059bfeffe2db5b72a83a2d395d78f831c	new implementation of the blog list page    hg   branch   moving to kendoui 
64b6e111a0162ad03f38a0d30c6ed38ab71a8bb4	64b6e111a0162ad03f38a0d30c6ed38ab71a8bb4	removed some obsolete code 
64b6e111a0162ad03f38a0d30c6ed38ab71a8bb4	a6575b4ac6695a5bd6edc9557d32bef57efcede3	source code refactoring  removed some obsolete code  
64b6e111a0162ad03f38a0d30c6ed38ab71a8bb4	36d22857c4f2210043a7ae5792360c456d1a385f	removed some obsolete source code comments 
415dc71d7870823c58ef737f291c15296674bff3	415dc71d7870823c58ef737f291c15296674bff3	fixed some locale string resources 
415dc71d7870823c58ef737f291c15296674bff3	156e16e0e1d37036058a76b08dc79f88c43514ff	  updated some locale string resources   fixed some typos in comments 
415dc71d7870823c58ef737f291c15296674bff3	580100654f540b7c6d53309261ad2c5aa389a2db	fixed some locale string resources 
1b94d46b51de423f740f99999c09c24576c509c3	1b94d46b51de423f740f99999c09c24576c509c3	removed unused  using  directives 
1b94d46b51de423f740f99999c09c24576c509c3	d6d09286993804654fca0e9284e375c041ec108e	removed unused  using  directives 
257810faf910633853eec5deafbc45adbf7193ea	257810faf910633853eec5deafbc45adbf7193ea	further changes on  added paging support for product and specification attributes  
257810faf910633853eec5deafbc45adbf7193ea	fdecb6b45d2c1fd203609f67eb1e39a953b2ea89	added paging support for product and specification attributes 
03eddbee87fc3e79ea9a48fb26118c5d3cc6e655	03eddbee87fc3e79ea9a48fb26118c5d3cc6e655	source code refactoring  sorted and removed unused  using  directives  
03eddbee87fc3e79ea9a48fb26118c5d3cc6e655	b76a6c6cfe4033a9b5ae58c22426e69801eb4aa2	further source code refactoring  sorted and removed unused  using  directives  
41a27a2990d39bc5c58d7cb63342eeb98cd7513d	41a27a2990d39bc5c58d7cb63342eeb98cd7513d	forgot to attach one more file to the previous commit 
41a27a2990d39bc5c58d7cb63342eeb98cd7513d	499bf83026bee417dacff20cac2035b7bf0f59c3	forgot to attach a file in the previous commit 
a77ee29fd13bb811b1d50721c8dcfd0482a1c977	a77ee29fd13bb811b1d50721c8dcfd0482a1c977	forums  some css issues fixed in rtl theme 
a77ee29fd13bb811b1d50721c8dcfd0482a1c977	ac201c37ba0bfbe542ffcc839cfccd68b7f427ae	rtl theme css issues fixed 
27549ed4c610037fc53d8fea1cc8633759dc3bac	27549ed4c610037fc53d8fea1cc8633759dc3bac	performance optimization  added an option to load all slugs  search engine friendly names  in memory on application startup  this way we make only one heavy sql request on application startup rather a lot of simple requests for each of displayed products  of course  it could be enabled or disabled  admin area   general and misc settings   
27549ed4c610037fc53d8fea1cc8633759dc3bac	ec58c17e28b521244b61e75405c948f02b26bcb8	performance optimization  added an option to load all localized properties  such as localized product properties  in memory on application startup  this way we make only one heavy sql request on application startup rather a lot of simple requests for each of displayed products  of course  it could be enabled or disabled  admin area   general and misc settings   
0d4159af7cc115d257dc3a36eb99ff7ed2bab981	0d4159af7cc115d257dc3a36eb99ff7ed2bab981	updated dotnetopenauth libraries to the latest version 
0d4159af7cc115d257dc3a36eb99ff7ed2bab981	8330d952235eebc9738361e5960d2994530388e7	updated ef to the latest version  6 1 0  
0d4159af7cc115d257dc3a36eb99ff7ed2bab981	5a22ada5cf7beea87ad40fc1f27e12310d6129f1	updated dotnetopenauth library to the latest version 
0d4159af7cc115d257dc3a36eb99ff7ed2bab981	81c88bd002334581a79352ec0f74d7cb5bda43af	updated dotnetopenauth assemblies to the latest version 
4a33e431b8def97d48d502796f1e7455653f7aff	4a33e431b8def97d48d502796f1e7455653f7aff	updated antlr assembly to the latest version 
4a33e431b8def97d48d502796f1e7455653f7aff	8330d952235eebc9738361e5960d2994530388e7	updated ef to the latest version  6 1 0  
4a33e431b8def97d48d502796f1e7455653f7aff	5bc0419a1b3ae59646daaa4a74824f37b0e1bf14	updated autofac assembly to the latest version 
4a33e431b8def97d48d502796f1e7455653f7aff	9bb386cdf086de0b05b955cfbeba212f5ed66dfd	updated autofac assembly to the latest version 
4a33e431b8def97d48d502796f1e7455653f7aff	a5965a495e3f224e9ebd4993c663a9e81c78d691	updated autofac assembly to the latest version 
4a33e431b8def97d48d502796f1e7455653f7aff	77a771907197f9f1fe5ef2d85247c1bce28ab900	updated nunit assembly to the latest version 
4a33e431b8def97d48d502796f1e7455653f7aff	2d20faf2b1415209cabc8ae2661b51b5ac05c9df	updated autofac assembly to the latest version 
4a33e431b8def97d48d502796f1e7455653f7aff	615aa482b8d89134e0702037deede92c1805a797	updated 51degrees assembly to the latest version  
4a33e431b8def97d48d502796f1e7455653f7aff	67bcda7aff0f2dd32e3c92e49414ba61741d35fc	updated 51degrees assembly to the latest version 
4a33e431b8def97d48d502796f1e7455653f7aff	d1957518f6aec39281e027d17cdc7f8c6fb6f2c8	updated 51degrees assembly to the latest version 
4a33e431b8def97d48d502796f1e7455653f7aff	feb191aeb233177b9f000df84b38e3d84202a4a0	updated webactivator assembly to the latest version 
4a33e431b8def97d48d502796f1e7455653f7aff	c96bbd59c61ed139e0d5f9e3a97a88e0110f2e3f	updated autofac assembly to the latest version 
4a33e431b8def97d48d502796f1e7455653f7aff	c127a67e263dc313c1cbe182e8fca7e28378d976	updated 51degrees assembly to the latest version  2 1 4 5  
4a33e431b8def97d48d502796f1e7455653f7aff	663cb21a633ecf241a45473dab6645122cbeb7ba	updated fluentvalidation assembly to the latest version  3 2 0 0  
4a33e431b8def97d48d502796f1e7455653f7aff	c1ad0346f9932a34f1d36383f2430028bebf842e	updated miniprofiler assembly to the latest version 
c92ee8c0ae24b907dfa2f21a086e5e7439008129	c92ee8c0ae24b907dfa2f21a086e5e7439008129	further changes on updating asp net mvc 4 to asp net mvc 5 
c92ee8c0ae24b907dfa2f21a086e5e7439008129	ab659756931511bb9219a0353ebf91d6a4126de4	further changes on updating asp net mvc 4 to asp net mvc 5 
c92ee8c0ae24b907dfa2f21a086e5e7439008129	a54c670b9661893d71738fdae9b9fa898960c683	further changes on updating asp net mvc 4 to asp net mvc 5 
3c20f012a267c37c4994f3fbb0cd77b28a6afb15	3c20f012a267c37c4994f3fbb0cd77b28a6afb15	updated microsoft net http assembly to the latest version 
3c20f012a267c37c4994f3fbb0cd77b28a6afb15	a9f72e7b52837da54b8928985381b9caee23c336	updated  microsoft bcl  and  microsoft net http  to the latest version 
ddfa477d1730d4fa801c11dd0f19b61b79f468d8	ddfa477d1730d4fa801c11dd0f19b61b79f468d8	some source code comment fixed 
ddfa477d1730d4fa801c11dd0f19b61b79f468d8	45d1310fd94a3246484e3a827116bdfc225f3c18	some source code comment typos fixed 
605d8ee7e60c1047509dc4041cd1911811d859ec	605d8ee7e60c1047509dc4041cd1911811d859ec	updated the  ups  plugin to use the the origin address specified in admin area   configuration   shipping settings  
605d8ee7e60c1047509dc4041cd1911811d859ec	394c6dc62cc4e984524cd28966f4b4b5a7986dea	updated the  usps  plugin to use the the origin address specified in admin area   configuration   shipping settings  
99f3de9b829403026a32ac424c685803c16545a4	99f3de9b829403026a32ac424c685803c16545a4	set nopcommerce version to 3 20 
99f3de9b829403026a32ac424c685803c16545a4	18f79f3702ba76d25b4107776971d53f9afc6879	set nopcommerce version to 3 00 
9ac17757867c3c2a6a70da5dec6785502fb80d29	9ac17757867c3c2a6a70da5dec6785502fb80d29	minor upgrade script issue fixed 
9ac17757867c3c2a6a70da5dec6785502fb80d29	48422386b8b42b57ffdb6ba8907edd014d5d5393	upgrade script issue fixed 
9ac17757867c3c2a6a70da5dec6785502fb80d29	21bd0fd449fa1384675d5a3be5e306f30cc30f08	fixed upgrade script issue 
68b26f19901cc3501a5fa586d64324d82965d3ce	68b26f19901cc3501a5fa586d64324d82965d3ce	further changes on the new products product variant user friendly logic  
68b26f19901cc3501a5fa586d64324d82965d3ce	71db6178b0722baba66a52607cfa31de9742139f	further changes on the new more user friendly product product variant logic    hg   branch   new product logic 
eeed47df970e50e0ff422558a27079470779d481	eeed47df970e50e0ff422558a27079470779d481	updated  fluentvalidation  and  51degrees  assemblies to the latest version 
eeed47df970e50e0ff422558a27079470779d481	c24c449e9599a7359fec4727e803d4345a111520	updated fluentvalidation  miniprofiler  51degrees assemblies to the latest version 
e8891e6e018d63275765990e3ff93d832ff0aad0	e8891e6e018d63275765990e3ff93d832ff0aad0	further changes on  create error messages for login results  
e8891e6e018d63275765990e3ff93d832ff0aad0	fb383553d1e29e21704688b9914c3ebc0f1572c4	create error messages for login results 
cc1bad27b9b05ec1293f5eee775915344823fadd	cc1bad27b9b05ec1293f5eee775915344823fadd	updated telerik mvc extensions to the latest version  2013 2 611  
cc1bad27b9b05ec1293f5eee775915344823fadd	f70b5f24feb0aa9e8016f4c55927c4afe35f29f2	updated telerik extensions to the latest version 
429ba90f46347434029520942146b16c065f0b8d	429ba90f46347434029520942146b16c065f0b8d	updated more third party assemblies to the latest version 
429ba90f46347434029520942146b16c065f0b8d	0955cd37a4dc78a9ebc38570affd373bbc600865	updated third party libraries to the latest version 
429ba90f46347434029520942146b16c065f0b8d	c630c1ca115ce36e21ec0a3c62d8eee7d29c6ea5	updated third aprty assemblies to the latest version 
429ba90f46347434029520942146b16c065f0b8d	9d51d2196f25222a8da5cb406cc5b540f0976cdb	updated third party assemblies to the latest version  
429ba90f46347434029520942146b16c065f0b8d	14f7a1f505c357ed0643d6acc161300c74022669	updated third party assemblies to the latest version 
3442f295e692eb2765ee3a641a83fea032314bbc	3442f295e692eb2765ee3a641a83fea032314bbc	performance optimization  more sql server indexes 
3442f295e692eb2765ee3a641a83fea032314bbc	d2796b93e71f68b577b76330b3aae3f315c38589	performance optimization  added more sql server indexes 
3442f295e692eb2765ee3a641a83fea032314bbc	f0183f53a181d07c33a5da6227944a7da391f63c	performance optimization  more sql indexes 
